user_ID,traj_ID,venue_ID,UTC_time,traj_Len,venue_category_name,longitude,latitude
10307040@N08,1,21,2013-10-24 09:42:41,4,Entertainment,135.500556111111,34.67239257239053
10307040@N08,1,8,2013-10-24 09:43:32,4,Park,135.52582424865906,34.68653437337396
10307040@N08,1,22,2013-10-24 09:44:39,4,Entertainment,135.5061961355934,34.652166481840126
10307040@N08,1,6,2013-10-24 09:57:24,4,Amusement,135.49013254999943,34.705322627272615
10340578@N06,2,21,2013-03-26 08:24:08,3,Entertainment,135.500556111111,34.67239257239053
10340578@N06,2,22,2013-03-26 09:11:21,3,Entertainment,135.5061961355934,34.652166481840126
10340578@N06,2,3,2013-03-26 09:11:58,3,Amusement,135.50855763940035,34.65242308514182
10340578@N06,3,2,2013-03-28 00:48:36,3,Amusement,135.4306267944665,34.65614490909093
10340578@N06,3,1,2013-03-28 00:54:56,3,Amusement,135.4289382878105,34.65479175959366
10340578@N06,3,8,2013-03-28 05:06:47,3,Park,135.52582424865906,34.68653437337396
11354044@N05,4,22,2012-05-23 21:42:33,4,Entertainment,135.5061961355934,34.652166481840126
11354044@N05,4,15,2012-05-24 00:34:49,4,Historical,135.5164392663755,34.65409199563325
11354044@N05,4,12,2012-05-24 02:00:01,4,Park,135.52128527777776,34.61132941666667
11354044@N05,4,2,2012-05-24 07:04:52,4,Amusement,135.4306267944665,34.65614490909093
12452841@N00,5,20,2014-04-19 00:14:01,3,Entertainment,135.5009323832682,34.66742997665371
12452841@N00,5,24,2014-04-19 03:02:19,3,Entertainment,135.49807975999988,34.67208495200003
12452841@N00,5,21,2014-04-19 03:07:18,3,Entertainment,135.500556111111,34.67239257239053
12452841@N00,6,10,2014-04-20 08:33:01,5,Park,135.51043665534092,34.65104219417449
12452841@N00,6,3,2014-04-20 08:41:39,5,Amusement,135.50855763940035,34.65242308514182
12452841@N00,6,23,2014-04-20 09:03:36,5,Entertainment,135.50561435294117,34.660004392156864
12452841@N00,6,20,2014-04-20 09:18:25,5,Entertainment,135.5009323832682,34.66742997665371
12452841@N00,6,21,2014-04-20 09:41:24,5,Entertainment,135.500556111111,34.67239257239053
14003952@N04,7,6,2013-04-02 19:02:36,3,Amusement,135.49013254999943,34.705322627272615
14003952@N04,7,20,2013-04-02 21:54:31,3,Entertainment,135.5009323832682,34.66742997665371
14003952@N04,7,5,2013-04-03 01:43:46,3,Amusement,135.4998940285709,34.703680330158626
21147679@N08,8,23,2013-10-05 07:45:35,3,Entertainment,135.50561435294117,34.660004392156864
21147679@N08,8,22,2013-10-05 09:54:53,3,Entertainment,135.5061961355934,34.652166481840126
21147679@N08,8,20,2013-10-05 11:39:49,3,Entertainment,135.5009323832682,34.66742997665371
22087824@N00,9,20,2009-04-10 19:04:31,3,Entertainment,135.5009323832682,34.66742997665371
22087824@N00,9,17,2009-04-10 20:15:00,3,Historical,135.52994,34.677756666666674
22087824@N00,9,8,2009-04-10 21:01:00,3,Park,135.52582424865906,34.68653437337396
22669489@N00,10,8,2011-06-08 03:27:22,5,Park,135.52582424865906,34.68653437337396
22669489@N00,10,1,2011-06-08 04:55:30,5,Amusement,135.4289382878105,34.65479175959366
22669489@N00,10,22,2011-06-08 06:43:39,5,Entertainment,135.5061961355934,34.652166481840126
22669489@N00,10,20,2011-06-08 08:17:17,5,Entertainment,135.5009323832682,34.66742997665371
22669489@N00,10,21,2011-06-08 08:46:42,5,Entertainment,135.500556111111,34.67239257239053
26678013@N00,11,2,2008-03-08 03:24:30,3,Amusement,135.4306267944665,34.65614490909093
26678013@N00,11,1,2008-03-08 03:28:29,3,Amusement,135.4289382878105,34.65479175959366
26678013@N00,11,28,2008-03-08 11:09:35,3,Entertainment,135.50244797297296,34.70325674324324
27921677@N00,12,5,2008-03-20 07:53:58,3,Amusement,135.4998940285709,34.703680330158626
27921677@N00,12,20,2008-03-20 10:32:47,3,Entertainment,135.5009323832682,34.66742997665371
27921677@N00,12,21,2008-03-20 11:39:59,3,Entertainment,135.500556111111,34.67239257239053
